mouse1	mouse2	mouse3
155.4838	138.7912	172.7353
106.5901	159.2725	137.4021
157.1497	151.4146	184.1497
142.8362	186.0077	173.7556
138.3092	186.6458	166.5733
170.1806	191.0191	151.0979
188.1659	182.2043	133.3598
183.1526	192.2510	154.7980
188.4599	158.2808	154.9327
172.6744	144.8647	154.7096
149.4654	165.3741	188.6005
153.4751	151.9740	176.9769
186.1714	142.3767	166.0221
155.4423	174.1820	203.4853
156.7059	138.2300	177.0925
165.7876	169.4475	179.8945
192.0165	187.7877	173.5035
116.4178	146.3416	168.9791
157.0857	163.4356	170.4047
169.8289	183.8804	181.7946
157.6060	146.9448	173.8271
187.1421	192.0099	180.8767
156.9466	168.1975	206.6825
144.1845	147.5026	161.7159
175.0482	135.6467	151.5363
138.8863	140.1895	183.0604
193.9610	187.7117	141.6288
161.0619	147.5404	189.2850
149.7939	140.2307	165.7210
168.1361	169.6139	188.9463
196.0750	165.3612	143.7518
157.9999	185.8630	175.0287
131.9427	168.3255	181.2009
163.2021	159.2807	174.0195
185.7645	170.6999	177.6632
132.7686	177.4663	133.1915
187.6505	161.6033	144.5638
179.5278	188.0317	201.7970
161.2837	178.1284	154.9608
162.2671	155.0975	144.8635
168.9904	171.4613	168.3873
150.0656	169.3823	136.8427
174.9666	153.9773	126.7131
137.1437	184.1093	195.7076
185.8754	100.9239	142.3170
176.6843	178.2542	179.0470
143.3144	167.4365	155.5255
 75.1556	169.7104	159.3707
147.8042	169.4598	145.9331
170.2169	163.1112	141.3668
175.7809	110.1206	177.8840
180.2393	166.4812	178.1628
135.1155	163.8343	173.8239
169.1257	151.4893	167.8250
169.5902	154.4519	173.4832
161.6205	169.7865	166.3516
154.8443	170.7909	161.7929
185.2169	135.2919	151.0020
188.7508	116.6340	183.1860
183.1165	124.4886	149.5760
170.4822	155.6430	180.8119
172.2268	177.3281	162.5161
150.8886	157.6550	174.6928
185.5115	182.2128	123.7409
174.8733	167.5855	182.7116
157.0932	156.1354	128.9700
176.9481	132.6723	158.1461
166.5283	186.0760	183.0981
126.1220	143.8472	172.0478
144.9191	165.6018	173.4312
149.3310	181.4941	155.5869
