mouse1	mouse2	mouse3
  7.1084	  4.6248	  1.9109
  4.1501	  1.9390	  5.4954
  6.8864	 13.4472	  6.3098
  4.2053	  3.6501	  1.5377
 10.0388	  2.3060	 17.5203
  3.8768	  7.2734	  4.6965
  5.7318	  3.9900	  4.7136
  3.5742	  3.8191	  4.8251
  6.4539	 10.7360	  5.4706
  2.1562	  3.8391	  4.0975
  5.3938	  3.0170	  4.9475
  2.6914	  4.0341	  4.6308
  2.0147	  9.8120	  5.6136
  2.9282	  2.5340	  6.1518
  6.5863	  4.4737	 11.1822
  7.4134	  2.4581	  1.8894
  2.0189	  3.2580	  3.3572
  3.2228	 13.7866	  4.2456
  5.0447	  3.3023	 10.6989
  7.5421	  1.5864	  4.5881
  1.9908	  3.1270	  6.2859
  2.0639	  2.0241	  4.8800
  0.9133	  6.7172	  3.6862
  4.6898	  1.0878	  5.2723
  2.2743	  1.4878	  7.1593
  2.7470	  2.0396	  5.9570
  6.3557	  3.5164	  3.0112
  3.9135	  5.9793	  2.5751
  2.0241	  8.1181	  3.1614
  5.2647	  1.8326	  8.0374
  4.3346	  9.4715	  2.5496
  2.5225	  4.6924	  5.7855
  7.9843	  9.1170	  4.2902
  1.2875	  2.7140	  3.1506
  3.7518	  1.4487	  3.2940
  1.3366	  3.9154	  2.6198
  4.7950	  1.8714	  5.0247
  7.9188	  2.4207	 16.8994
 10.2783	  3.4171	  3.6806
  2.6674	  3.5676	  5.2664
 14.4150	  2.4707	  6.9835
  1.9252	  3.3512	  7.3660
  2.1707	  6.4200	  1.6207
  0.7062	  6.1363	  8.1128
  4.9751	  3.9658	  4.1911
  3.1638	  8.0629	  6.2724
  9.8520	  9.6075	  6.3959
  6.2733	  4.3559	  6.9435
  4.7631	  2.7007	  2.0296
  4.0723	  5.3189	  7.2756
  8.7375	  8.3181	  3.1621
  7.0263	  4.8490	  7.4104
 19.2930	  4.1804	  5.3036
  9.9632	  4.3410	  2.7696
  5.3623	  3.2040	  3.8045
  4.9765	 11.1603	  7.7488
  1.6477	  1.6369	  1.7973
  5.6439	  4.9231	  5.3297
  6.3013	  6.6134	  6.7948
  1.5031	  2.9823	  4.3778
  2.6985	  4.6469	 10.5147
  3.5433	  3.8708	  3.0030
  5.0415	  1.9022	  4.4143
  4.0481	  8.9610	  5.3079
  2.2571	  3.9067	 25.5254
  3.1248	 10.9596	  2.4903
  4.9906	  2.9214	  8.9745
  2.0879	  2.2176	  5.6165
  1.2315	  3.0012	  2.7573
  1.1024	  4.7189	  3.8163
 13.1761	  2.7902	  3.8996
  4.6667	 13.5743	  5.1613
  2.0963	  3.3832	  5.5222
  3.5131	  3.2064	  1.3132
  3.6208	  7.5560	  1.5365
  1.7285	  3.6244	  7.8275
 14.3942	  3.4437	  8.5962
  1.0042	  3.3115	  3.3221
  2.3245	 20.4682	  1.2049
  3.1171	  4.5210	  9.7031
  8.1185	  4.2435	  5.0465
  3.3831	  4.5186	  2.9377
  4.1619	  6.9785	  3.4238
  4.6825	  7.4161	  3.8072
  3.9420	 11.3441	  6.9206
 11.9876	  2.1346	  8.7641
  2.5321	  2.8903	  4.7713
 32.5954	  1.6663	  3.5870
  7.3773	  5.2728	  3.9296
  1.7421	  3.8603	  2.3102
  4.9997	 10.4939	  5.0386
  8.1824	  2.1449	  3.8605
  4.6582	 11.2739	  1.8001
  5.6323	  4.4410	  3.0512
  8.4872	  2.0122	  1.8109
  8.0661	  4.9426	  9.2873
  4.6176	  5.9946	  1.4631
  2.6859	  1.0882	  7.7991
  4.0062	  0.9730	  8.2192
  2.4377	  0.8090	  4.9129
  5.6314	  1.4514	  5.3177
  3.7323	  6.1863	  3.8956
  8.0053	  6.2202	  7.5351
  3.3015	 11.7980	  2.3559
 12.0862	  7.1244	  1.6535
  2.2415	  4.9965	  7.0450
  4.0142	  2.4738	  2.2418
  3.6823	  2.3451	  4.7388
  1.3944	  1.5743	  5.5446
  8.1000	  5.2206	  3.8816
  2.5291	  3.9077	  5.5445
  4.1608	  1.3034	  4.9687
  7.8709	  9.5642	  8.0716
  5.1003	  5.3551	  4.2947
  3.3948	 12.4363	  2.6878
  4.0119	  5.4916	  3.7417
  4.9773	  9.1808	  1.8253
  5.6601	  9.8357	  4.2669
  6.6325	  4.4942	 11.8243
  0.7018	  3.5518	  3.3731
  2.2919	  6.4034	  2.4758
  3.9339	  3.5097	  2.4452
 14.3288	  3.6057	  6.0036
  7.0847	  4.0811	  3.1114
  1.8512	  8.9635	  2.1761
  2.4476	  4.3975	  4.3896
 11.2213	  3.1743	  2.0541
  5.4726	  5.1048	  4.3290
 11.8847	  8.0830	  3.1765
  1.8885	  4.9864	  0.7201
 19.1057	  1.5313	  5.1759
  2.0740	  5.0332	  3.2979
  2.0964	  4.9302	  3.6401
  1.8283	  6.9209	  8.1637
  5.4773	  1.5753	 12.7470
  3.5047	 11.2385	  3.9935
  4.8752	  5.6873	  2.9120
  4.3686	  9.6914	  1.1679
  5.4747	  8.4264	  3.2217
  6.0661	  4.8312	  5.6472
  5.4815	 13.4315	  4.1240
  9.1293	 13.8859	  2.5839
  4.8550	  4.0166	 10.8651
  5.3841	  2.2700	  5.7425
  2.9759	  5.0614	  4.7886
  3.9842	 10.3060	  5.9771
  2.6610	  2.7924	  3.2616
  5.6020	  3.7108	  1.1997
  3.5345	  7.6914	  6.0130
  1.6535	  1.8327	  2.6677
  4.0931	  1.6676	  1.9729
  7.6450	  4.3578	  6.3779
  6.3265	  5.7803	  4.3141
  3.7799	 13.4028	  3.8791
  6.8207	  4.2488	  4.5204
  5.6393	  1.3790	  4.4764
  2.2498	  8.0100	  1.1073
  3.6345	  5.4145	  4.7587
  1.8290	  5.5885	  2.7601
  6.1377	  4.5115	  5.2789
  6.2022	  5.2442	  3.0036
  9.9447	  1.6675	  1.7848
  4.0415	  2.0034	  5.9541
  2.9474	  6.5436	  2.6154
  1.9581	  3.3906	  4.6015
  2.8627	  2.8164	  3.5968
  4.1830	  1.1603	  6.8796
  8.1874	  6.3825	  5.7449
  7.5215	  1.8210	  2.9198
  4.0222	 12.9686	  4.2689
  2.8648	  2.9528	  1.9554
  3.6936	  7.2330	  3.1692
  1.9391	  5.7200	  1.8816
  6.8416	  6.9483	  5.2724
  2.4988	  5.3360	  3.5302
  1.9793	  3.9118	  6.1586
  0.8553	  7.6431	  2.4649
  6.2856	  1.2921	 14.1600
  0.7256	  8.8151	  2.6179
  5.9661	  4.9356	  2.2641
  2.8507	  4.5381	 11.3714
  1.7897	  5.1282	 15.4040
  6.0808	  1.6506	  3.5499
  6.9913	  4.9283	  2.9428
  1.5216	  5.9008	  4.6385
  8.3540	  6.8067	  5.5143
  6.5353	  3.7123	  4.3822
  3.3515	  3.2136	  4.1659
  6.9653	  4.8424	  5.4478
 14.6756	  2.2994	  1.9955
  8.0179	  4.9483	 10.8150
  2.0296	  4.1882	  2.4543
 10.4591	  3.6357	  8.7683
  4.7889	  3.6035	  3.8974
  4.2404	  3.9272	  4.7381
  3.4347	  7.9809	  8.1845
  2.9439	  7.2799	  6.1640
  4.2402	  2.2255	  4.0198
  0.6675	 11.4966	  2.0348
  1.9892	  5.1656	  3.7036
  2.1390	  2.9715	  9.1984
  2.1299	 12.6341	  2.3675
 12.9377	  2.5866	  4.2809
  7.2710	  4.7899	  5.8573
  3.2016	  5.0295	  4.4067
  3.3562	  5.9867	  6.2017
  6.9145	  6.1431	  2.3219
  6.1653	  5.1613	  6.6832
  4.0220	  5.5982	  6.9893
  4.2198	  5.0728	  1.4682
  6.8525	  1.2217	  4.2558
  8.8728	  4.8821	  7.3126
  5.4288	  3.8108	  4.2145
  4.7421	  4.8957	  3.9941
  5.7823	  6.1625	  5.7409
  2.3925	  5.8302	  5.8477
  3.3298	  2.0111	  4.5482
  3.5359	 16.1037	  4.9658
  4.1021	  5.3595	  3.9009
  4.2984	 10.0086	  6.9072
  5.1954	  8.3248	  5.9729
  1.8835	  3.5543	  4.6606
  1.2438	  2.7618	  9.3382
  3.5274	  3.4205	  3.4757
